lnbwt,bwt,edfather,edmother,parity,male,famincom,cigspreg
4.762174,117.0000076,12,12,1,1,37.5,0
4.691348,109.0000128,12,12,1,1,32.5,0
4.859812,128.9999478,13,12,1,0,11.5,5
4.969813,143.9999569,12,12,2,0,14.5,0
4.875197,130.9999577,10,9,2,0,27.5,0
4.644391,104.0000105,17,12,1,1,32.5,0
4.634729,103.0000012,11,12,3,0,22.5,20
4.812184,122.9999563,16,16,3,1,65,0
4.89784,134.0000268,12,12,1,0,47.5,0
4.990433,147.0000607,12,12,2,1,17.5,0
4.820282,124.0000539,12,14,2,1,65,0
4.94876,141.0000155,18,17,2,0,65,0
4.025352,56.00001732,18,16,1,1,65,0
4.934474,139.0000093,14,12,1,1,32.5,0
4.890349,132.9999829,12,12,2,1,18.5,0
4.969813,143.9999569,12,12,2,1,42.5,0
4.867535,130.0000714,0,12,1,1,7.5,0
4.624973,102.000019,13,12,2,0,37.5,5
4.691348,109.0000128,14,14,2,1,37.5,0
4.510859,90.99995391,12,16,1,1,65,0
5.068904,158.9999678,11,12,2,0,3.5,0
4.330733,75.99997414,12,12,1,0,16.5,0
4.61512,100.9999478,9,9,2,1,8.5,10
4.727388,113.0000205,16,16,2,0,65,0
4.912655,136.0000155,13,16,1,0,42.5,0
4.644391,104.0000105,12,12,1,0,17.5,15
4.762174,117.0000076,11,10,3,0,18.5,15
4.61512,100.9999478,12,12,1,1,13.5,0
4.795791,121.000055,14,12,3,1,17.5,0
4.787492,120.0000309,14,12,1,0,19.5,10
4.75359,115.9999778,16,16,2,1,65,0
4.718499,112.0000144,11,10,5,1,11.5,0
4.828314,125.0000328,16,18,1,0,65,0
4.736198,113.9999489,16,16,2,1,65,0
4.644391,104.0000105,12,9,1,0,10.5,20
4.812184,122.9999563,16,12,1,0,42.5,0
4.812184,122.9999563,18,13,1,1,19.5,0
5.099866,163.9999298,9,12,3,0,5.5,0
4.727388,113.0000205,0,9,1,1,0.5,0
4.624973,102.000019,12,14,1,0,65,0
4.727388,113.0000205,12,12,1,0,47.5,0
4.59512,99.00001484,8,12,1,0,14.5,0
4.844187,126.999989,17,18,1,0,27.5,0
4.795791,121.000055,14,12,2,0,19.5,20
4.510859,90.99995391,12,11,1,0,15.5,0
4.691348,109.0000128,11,8,1,1,0.5,10
4.718499,112.0000144,16,17,1,0,47.5,0
4.820282,124.0000539,16,12,2,0,22.5,0
5.003946,148.9999544,12,12,2,0,15.5,0
4.634729,103.0000012,12,12,2,1,17.5,10
4.787492,120.0000309,18,15,1,0,47.5,0
4.969813,143.9999569,12,14,1,1,15.5,0
4.75359,115.9999778,14,17,1,1,18.5,0
4.718499,112.0000144,0,14,1,0,2.5,10
4.85203,127.9999662,12,12,2,0,18.5,0
4.919981,137.0000102,12,12,1,0,27.5,0
4.844187,126.999989,14,14,3,0,32.5,0
4.521789,92.00003891,14,13,2,1,32.5,15
4.61512,100.9999478,12,12,1,0,22.5,0
4.795791,121.000055,10,10,1,0,19.5,0
4.844187,126.999989,16,12,3,0,27.5,0
4.890349,132.9999829,12,12,1,0,10.5,0
4.85203,127.9999662,16,13,2,1,47.5,0
4.812184,122.9999563,17,14,1,0,19.5,0
4.804021,121.9999945,12,12,1,1,22.5,0
4.727388,113.0000205,0,12,1,0,15.5,20
4.85203,127.9999662,12,9,5,1,8.5,0
4.94876,141.0000155,12,12,1,1,1.5,0
4.795791,121.000055,8,9,1,0,14.5,6
4.812184,122.9999563,16,16,1,1,27.5,0
5.01728,151.0000246,0,7,4,1,5.5,20
4.65396,104.9999632,0,12,1,1,14.5,0
4.812184,122.9999563,18,12,2,0,22.5,0
4.70953,110.9999777,12,12,2,1,22.5,0
4.812184,122.9999563,12,12,1,0,27.5,0
4.812184,122.9999563,6,12,1,1,27.5,10
4.867535,130.0000714,11,12,1,1,13.5,0
5.036952,153.9999072,14,12,1,0,22.5,0
4.787492,120.0000309,13,12,1,1,22.5,0
4.49981,90.00002967,13,14,2,0,65,0
4.736198,113.9999489,10,12,1,0,19.5,0
4.812184,122.9999563,16,13,1,0,37.5,0
4.812184,122.9999563,16,12,2,1,32.5,0
4.644391,104.0000105,15,16,1,0,27.5,0
4.85203,127.9999662,12,14,1,0,37.5,0
5.075174,160.0000296,9,9,2,1,10.5,0
4.70953,110.9999777,16,16,1,1,32.5,0
4.94876,141.0000155,14,12,2,1,37.5,0
4.804021,121.9999945,8,9,1,0,32.5,0
4.584968,98.00005109,12,16,1,0,37.5,0
4.844187,126.999989,11,7,3,0,15.5,0
4.779123,118.9999413,12,12,2,1,42.5,0
4.934474,139.0000093,0,11,1,0,2.5,0
4.85203,127.9999662,11,12,1,1,32.5,0
4.744932,114.9999852,16,16,1,0,32.5,0
4.89784,134.0000268,0,12,1,1,27.5,0
4.787492,120.0000309,12,12,1,1,2.5,0
4.644391,104.0000105,12,12,1,1,6.5,20
5.135798,169.9999257,12,12,1,0,37.5,0
4.882802,132.0000102,12,14,2,1,65,0
4.836282,126.0000117,12,12,1,0,47.5,0
4.955827,141.9999918,18,14,4,0,42.5,0
4.634729,103.0000012,12,12,2,0,27.5,0
4.718499,112.0000144,12,17,1,1,32.5,0
4.762174,117.0000076,12,14,1,0,42.5,20
4.875197,130.9999577,12,12,1,1,17.5,0
4.744932,114.9999852,12,12,1,1,42.5,0
4.770685,118.0000443,12,12,1,0,19.5,10
4.663439,105.99999,12,12,4,1,32.5,0
4.836282,126.0000117,14,13,1,0,42.5,0
4.644391,104.0000105,11,11,2,1,14.5,20
4.962845,143.0000529,15,16,4,1,15.5,0
5.049856,155.9999989,13,16,4,1,32.5,0
4.919981,137.0000102,18,17,2,1,37.5,0
4.836282,126.0000117,12,12,2,1,6.5,0
4.89784,134.0000268,15,13,3,0,32.5,0
4.488636,88.99996709,12,14,1,0,42.5,0
4.158883,63.99999466,11,12,1,0,27.5,20
4.736198,113.9999489,18,16,1,0,65,0
4.795791,121.000055,16,16,1,1,65,0
4.691348,109.0000128,12,12,1,0,27.5,0
3.637586,37.99999393,14,16,1,0,32.5,0
4.85203,127.9999662,16,16,1,1,32.5,0
4.882802,132.0000102,11,16,2,1,37.5,0
4.962845,143.0000529,0,11,1,0,18.5,10
4.60517,99.9999814,12,11,2,0,22.5,0
4.672829,107.0000177,7,12,1,0,42.5,6
4.634729,103.0000012,16,16,2,0,27.5,0
5.056246,157.0000306,12,14,1,1,37.5,0
4.828314,125.0000328,10,16,2,0,18.5,0
4.89784,134.0000268,12,16,1,0,22.5,0
4.543295,94.00002047,18,17,2,0,65,0
4.430817,84.0000169,12,12,2,0,22.5,0
5.043425,154.9999819,11,12,3,1,16.5,0
4.762174,117.0000076,12,12,3,1,27.5,0
5.129899,169.0000482,16,14,2,1,42.5,0
4.65396,104.9999632,0,12,1,0,3.5,2
4.770685,118.0000443,15,16,2,1,22.5,0
4.727388,113.0000205,12,13,1,1,19.5,0
4.736198,113.9999489,10,10,1,0,12.5,0
4.75359,115.9999778,13,14,2,0,9.5,20
4.369448,79.00001166,0,12,2,1,4.5,10
4.691348,109.0000128,16,14,1,1,27.5,0
4.983607,146.0000552,12,13,2,1,47.5,0
4.75359,115.9999778,14,16,1,0,22.5,0
4.532599,92.99995414,10,12,1,1,9.5,0
4.682131,107.9999755,14,13,2,1,65,0
4.744932,114.9999852,12,2,1,0,65,0
4.85203,127.9999662,16,13,1,0,27.5,0
4.624973,102.000019,0,10,2,1,6.5,0
4.867535,130.0000714,10,12,1,0,16.5,0
4.941642,139.9999408,14,13,2,1,65,0
4.672829,107.0000177,12,14,1,1,22.5,0
4.836282,126.0000117,12,12,1,0,22.5,0
4.962845,143.0000529,17,12,2,0,32.5,0
4.804021,121.9999945,12,12,1,1,9.5,0
4.718499,112.0000144,6,8,1,0,16.5,0
5.01728,151.0000246,16,16,1,1,32.5,0
4.844187,126.999989,12,8,3,1,17.5,0
4.49981,90.00002967,16,16,1,0,65,0
4.736198,113.9999489,14,16,1,1,37.5,0
4.962845,143.0000529,16,9,2,0,17.5,4
4.691348,109.0000128,12,11,2,1,19.5,0
4.812184,122.9999563,14,12,3,0,32.5,0
4.276666,71.99999143,12,12,1,0,18.5,0
4.795791,121.000055,0,12,1,1,22.5,10
4.919981,137.0000102,12,10,1,0,22.5,3
4.158883,63.99999466,16,16,1,1,32.5,0
4.779123,118.9999413,12,8,1,1,18.5,0
4.919981,137.0000102,12,10,1,0,12.5,0
4.584968,98.00005109,2,10,1,0,9.5,0
4.836282,126.0000117,13,14,1,1,22.5,0
4.955827,141.9999918,13,16,1,1,27.5,0
4.718499,112.0000144,6,9,2,0,22.5,0
4.955827,141.9999918,0,12,1,1,6.5,0
4.682131,107.9999755,16,18,1,0,65,0
4.85203,127.9999662,17,16,3,1,19.5,0
4.644391,104.0000105,16,16,1,0,12.5,0
4.770685,118.0000443,15,15,2,1,42.5,0
4.663439,105.99999,16,16,1,0,65,0
4.955827,141.9999918,16,16,1,0,65,0
4.983607,146.0000552,16,16,2,0,37.5,0
4.744932,114.9999852,12,14,3,1,17.5,0
4.962845,143.0000529,14,12,1,1,65,0
4.828314,125.0000328,18,18,2,0,65,0
4.787492,120.0000309,12,8,1,0,14.5,5
4.787492,120.0000309,14,13,1,1,32.5,5
4.905275,135.0000299,11,12,1,1,17.5,0
4.762174,117.0000076,13,10,1,0,18.5,0
4.779123,118.9999413,12,13,2,0,22.5,0
4.85203,127.9999662,16,16,1,1,65,20
4.905275,135.0000299,18,16,1,1,65,0
4.682131,107.9999755,11,12,2,1,0.5,0
4.70048,109.9999598,4,14,1,1,22.5,0
4.912655,136.0000155,12,16,1,0,47.5,0
4.836282,126.0000117,18,15,1,1,65,0
4.744932,114.9999852,16,16,1,1,65,0
4.912655,136.0000155,0,15,4,1,32.5,0
4.75359,115.9999778,16,14,2,1,65,0
4.762174,117.0000076,12,9,2,0,0.5,0
5.02388,151.9999208,16,14,1,1,65,0
4.820282,124.0000539,16,16,2,1,42.5,0
4.744932,114.9999852,0,12,1,1,13.5,0
4.89784,134.0000268,12,14,1,0,22.5,0
4.828314,125.0000328,8,8,1,0,16.5,0
4.488636,88.99996709,14,12,1,0,9.5,20
4.85203,127.9999662,12,12,1,1,19.5,15
4.718499,112.0000144,0,12,1,0,8.5,0
4.962845,143.0000529,10,14,1,0,42.5,0
5.056246,157.0000306,14,13,2,0,27.5,0
4.59512,99.00001484,3,9,1,0,14.5,0
4.564348,95.99998162,0,12,4,0,4.5,8
4.779123,118.9999413,16,14,1,1,65,0
5.075174,160.0000296,12,12,2,1,16.5,0
4.682131,107.9999755,16,16,1,0,37.5,0
4.736198,113.9999489,15,15,1,1,65,0
4.744932,114.9999852,12,12,1,1,37.5,0
4.770685,118.0000443,12,12,2,1,22.5,0
5.003946,148.9999544,14,16,3,1,47.5,0
4.736198,113.9999489,12,12,1,1,32.5,0
4.890349,132.9999829,12,10,1,1,4.5,5
4.718499,112.0000144,1,9,3,0,32.5,0
4.61512,100.9999478,9,12,1,1,15.5,0
4.828314,125.0000328,15,14,1,1,65,0
4.905275,135.0000299,16,12,1,0,37.5,0
4.65396,104.9999632,10,10,1,0,12.5,0
4.672829,107.0000177,12,12,2,1,16.5,0
4.574711,97.00000209,16,16,3,0,47.5,0
4.812184,122.9999563,12,12,1,0,18.5,0
4.532599,92.99995414,0,12,1,0,2.5,0
5.068904,158.9999678,18,14,1,1,47.5,0
4.955827,141.9999918,12,16,2,1,22.5,0
4.934474,139.0000093,14,12,1,1,65,0
4.882802,132.0000102,12,9,5,1,9.5,0
5.01728,151.0000246,12,14,1,1,65,0
4.70953,110.9999777,12,12,2,1,8.5,15
4.787492,120.0000309,12,12,1,1,22.5,0
5.043425,154.9999819,12,12,1,1,22.5,0
4.875197,130.9999577,18,12,1,0,65,12
4.820282,124.0000539,12,12,1,1,22.5,0
4.844187,126.999989,7,9,2,0,22.5,10
4.828314,125.0000328,12,12,1,0,10.5,0
4.969813,143.9999569,6,9,2,0,9.5,0
4.70953,110.9999777,16,13,2,1,32.5,0
4.976734,145.0000373,11,12,1,1,47.5,0
4.859812,128.9999478,12,9,5,1,17.5,0
4.521789,92.00003891,12,12,2,0,10.5,20
4.70953,110.9999777,10,11,2,0,12.5,0
4.510859,90.99995391,11,12,2,0,9.5,0
4.820282,124.0000539,14,13,1,1,22.5,5
4.867535,130.0000714,11,12,3,1,32.5,0
4.919981,137.0000102,12,16,1,0,22.5,0
4.85203,127.9999662,11,10,1,1,8.5,0
4.219508,68.00002005,12,12,1,1,32.5,0
4.574711,97.00000209,16,16,1,1,15.5,0
4.820282,124.0000539,14,14,1,0,37.5,0
4.859812,128.9999478,18,16,2,1,47.5,0
4.762174,117.0000076,18,16,2,1,65,0
4.532599,92.99995414,18,17,4,0,27.5,0
4.634729,103.0000012,18,16,1,0,27.5,0
4.89784,134.0000268,16,16,2,0,65,0
4.61512,100.9999478,12,14,1,0,32.5,0
4.919981,137.0000102,12,12,2,1,7.5,0
4.564348,95.99998162,10,10,2,0,22.5,40
4.634729,103.0000012,12,13,1,1,8.5,0
4.718499,112.0000144,15,17,4,1,6.5,0
4.682131,107.9999755,17,16,1,0,27.5,0
4.574711,97.00000209,13,12,1,0,18.5,0
4.867535,130.0000714,12,16,4,0,27.5,0
4.997212,147.9999595,14,14,2,1,22.5,0
4.779123,118.9999413,14,13,6,1,27.5,0
4.488636,88.99996709,12,12,2,1,19.5,0
4.85203,127.9999662,12,15,1,1,27.5,0
4.867535,130.0000714,13,12,2,0,37.5,0
4.787492,120.0000309,0,12,1,1,6.5,20
4.983607,146.0000552,13,16,5,0,32.5,0
4.624973,102.000019,12,12,1,1,15.5,0
4.882802,132.0000102,12,12,2,0,27.5,0
4.49981,90.00002967,9,9,3,1,42.5,12
4.718499,112.0000144,12,12,3,1,32.5,0
4.779123,118.9999413,14,12,6,1,47.5,0
4.976734,145.0000373,15,14,2,1,16.5,0
4.828314,125.0000328,15,14,3,1,42.5,0
4.844187,126.999989,0,10,1,0,5.5,0
4.89784,134.0000268,13,13,1,1,22.5,0
4.934474,139.0000093,17,17,1,1,65,0
4.663439,105.99999,12,12,1,0,27.5,10
4.234107,69.00003418,18,16,4,0,42.5,0
4.736198,113.9999489,13,14,1,0,32.5,0
4.70953,110.9999777,0,12,1,1,4.5,20
5.147494,171.999918,16,16,4,0,65,0
4.85203,127.9999662,18,16,2,0,65,0
4.927254,138.0000434,10,12,1,0,22.5,0
4.919981,137.0000102,16,16,1,0,65,0
5.075174,160.0000296,12,13,1,1,8.5,0
4.644391,104.0000105,12,12,1,0,47.5,0
4.465908,86.99998968,16,18,2,0,65,0
4.89784,134.0000268,16,14,2,0,10.5,0
4.70048,109.9999598,12,10,1,0,19.5,0
4.574711,97.00000209,10,12,1,0,22.5,0
4.691348,109.0000128,13,12,1,0,18.5,0
4.682131,107.9999755,18,16,1,0,19.5,0
4.919981,137.0000102,12,14,1,0,65,0
4.744932,114.9999852,18,18,1,0,65,0
4.85203,127.9999662,11,13,1,0,22.5,20
4.867535,130.0000714,12,11,1,0,42.5,0
4.859812,128.9999478,12,12,1,0,6.5,0
4.736198,113.9999489,12,12,1,0,27.5,0
4.70953,110.9999777,12,8,1,1,14.5,0
5.257495,191.9999286,12,14,2,1,32.5,0
4.465908,86.99998968,12,10,1,0,65,5
4.744932,114.9999852,11,13,2,1,22.5,15
5.01728,151.0000246,13,12,1,1,32.5,0
4.564348,95.99998162,0,12,1,1,6.5,0
3.988984,53.99999749,16,12,1,1,15.5,0
4.70048,109.9999598,13,13,2,0,27.5,0
4.828314,125.0000328,2,5,4,1,17.5,0
4.682131,107.9999755,12,14,1,1,37.5,0
4.718499,112.0000144,10,12,1,1,22.5,10
4.85203,127.9999662,0,11,1,0,4.5,9
4.875197,130.9999577,18,16,1,0,18.5,0
4.465908,86.99998968,12,16,2,1,22.5,0
4.828314,125.0000328,16,12,1,1,37.5,0
4.644391,104.0000105,10,10,2,1,5.5,15
5.111988,166.0000351,14,14,1,1,17.5,0
4.624973,102.000019,12,16,1,0,32.5,0
4.934474,139.0000093,12,12,1,1,22.5,0
4.779123,118.9999413,11,13,2,0,15.5,0
5.030438,153.000012,16,13,4,0,27.5,0
4.382027,80.00002923,0,12,1,1,9.5,15
4.820282,124.0000539,10,11,2,1,32.5,20
5.003946,148.9999544,17,18,2,1,22.5,0
4.905275,135.0000299,13,14,1,1,4.5,0
4.955827,141.9999918,12,12,1,1,37.5,0
4.867535,130.0000714,0,12,3,0,8.5,0
4.812184,122.9999563,10,12,1,1,27.5,0
4.836282,126.0000117,12,12,1,1,47.5,0
4.75359,115.9999778,13,16,1,1,32.5,0
4.75359,115.9999778,12,12,6,0,27.5,0
4.779123,118.9999413,12,12,3,0,12.5,3
4.804021,121.9999945,14,15,1,0,32.5,0
4.70953,110.9999777,16,14,3,0,22.5,0
4.682131,107.9999755,0,12,1,1,10.5,0
4.941642,139.9999408,16,13,1,1,32.5,0
4.779123,118.9999413,18,16,2,0,32.5,0
4.867535,130.0000714,16,14,1,1,12.5,15
4.672829,107.0000177,0,12,5,0,8.5,0
4.990433,147.0000607,14,15,1,0,42.5,0
4.691348,109.0000128,0,16,1,1,4.5,0
4.736198,113.9999489,12,14,1,1,37.5,0
4.770685,118.0000443,12,12,1,1,18.5,0
4.70048,109.9999598,16,16,1,0,42.5,0
4.844187,126.999989,12,12,1,0,42.5,0
4.624973,102.000019,11,10,2,1,17.5,20
5.062595,157.9999948,18,17,3,1,47.5,0
4.727388,113.0000205,15,16,1,0,22.5,0
4.795791,121.000055,12,12,1,1,15.5,0
4.465908,86.99998968,14,12,1,1,12.5,0
4.905275,135.0000299,16,16,3,0,22.5,0
4.70048,109.9999598,12,12,4,1,27.5,0
4.983607,146.0000552,0,16,2,1,5.5,0
4.905275,135.0000299,18,16,2,0,65,0
4.770685,118.0000443,0,14,2,0,27.5,0
4.70953,110.9999777,16,13,2,0,37.5,0